,category,subcategory,skill
2570,Information Technology Category,Other Programming Languages,Haskell (Programming Language)
2571,Information Technology Category,Other Programming Languages,Open-Source Programming Languages
2572,Information Technology Category,Other Programming Languages,Modeling Languages
2573,Information Technology Category,Other Programming Languages,F# (Programming Language)
2574,Information Technology Category,Other Programming Languages,Fortran (Programming Language)
2575,Information Technology Category,Other Programming Languages,Markup Languages
2576,Information Technology Category,Other Programming Languages,Unified Modeling Language
2577,Information Technology Category,Other Programming Languages,Scala (Programming Language)
2578,Information Technology Category,Other Programming Languages,Clojure
2579,Information Technology Category,Other Programming Languages,Rust (Programming Language)
2580,Information Technology Category,PHP,PHP (Scripting Language)
2581,Information Technology Category,Query Languages Subcategory,Query Languages
2582,Information Technology Category,Query Languages Subcategory,Transact-SQL
2583,Information Technology Category,Query Languages Subcategory,U-SQL
2584,Information Technology Category,Query Languages Subcategory,GraphQL
2585,Information Technology Category,Query Languages Subcategory,SQL (Programming Language)
2586,Information Technology Category,Scripting Subcategory,Cron
2587,Information Technology Category,Scripting Subcategory,AWS CLI (Command Line Interface)
2588,Information Technology Category,Scripting Subcategory,Command-Line Interface
2589,Information Technology Category,Scripting Subcategory,Scripting
2590,Information Technology Category,Scripting Subcategory,Shell Script
2591,Information Technology Category,Scripting Subcategory,Linux Commands
2592,Information Technology Category,Scripting Subcategory,Unix Shell
2593,Information Technology Category,Scripting Subcategory,IPython
2594,Information Technology Category,Scripting Subcategory,Windows PowerShell
2595,Information Technology Category,Scripting Languages,Visual Basic (Programming Language)
2596,Information Technology Category,Scripting Languages,Visual Basic For Applications
2597,Information Technology Category,Scripting Languages,Ruby (Programming Language)
2598,Information Technology Category,Scripting Languages,Python (Programming Language)
2599,Information Technology Category,Scripting Languages,ECMAScript (C Programming Language Family)
2600,Information Technology Category,Scripting Languages,Visual Basic .NET (Programming Language)
2601,Information Technology Category,Scripting Languages,TypeScript
2602,Information Technology Category,Scripting Languages,Lisp (Programming Language)
2603,Information Technology Category,Scripting Languages,Julia (Programming Language)
2604,Information Technology Category,Scripting Languages,Rexx (Programming Language)
2605,Information Technology Category,Scripting Languages,Groovy (Programming Language)
2606,Information Technology Category,Scripting Languages,Bash (Scripting Language)
2607,Information Technology Category,Search Engines,Bing Search
2608,Information Technology Category,Servers,Microsoft Servers
2609,Information Technology Category,Servers,Data ONTAP (Server Appliance)
2610,Information Technology Category,Servers,Web Servers
2611,Information Technology Category,Servers,Server-Side
2612,Information Technology Category,Servers,File Servers
2613,Information Technology Category,Servers,Microsoft Exchange Servers
2614,Information Technology Category,Servers,WildFly (JBoss AS)
2615,Information Technology Category,Servers,Server Farms
2616,Information Technology Category,Servers,Akamai
2617,Information Technology Category,Servers,Linux Servers
2618,Information Technology Category,Servers,Server Administration
2619,Information Technology Category,Software Development Subcategory,Application Lifecycle Management
2620,Information Technology Category,Software Development Subcategory,Scientific Computing
2621,Information Technology Category,Software Development Subcategory,Program Optimization
2622,Information Technology Category,Software Development Subcategory,Open-Source Software
2623,Information Technology Category,Software Development Subcategory,Programming Environments
2624,Information Technology Category,Software Development Subcategory,Front End Design
2625,Information Technology Category,Software Development Subcategory,Interactive Programming
2626,Information Technology Category,Software Development Subcategory,Structured Programming
2627,Information Technology Category,Software Development Subcategory,Testability
2628,Information Technology Category,Software Development Subcategory,Programming Language Design
2629,Information Technology Category,Software Development Subcategory,Event-Driven Programming
2630,Information Technology Category,Software Development Subcategory,Code Sharing
2631,Information Technology Category,Software Development Subcategory,User Analysis
2632,Information Technology Category,Software Development Subcategory,Service-Oriented Architecture
2633,Information Technology Category,Software Development Subcategory,Technical Debt
2634,Information Technology Category,Software Development Subcategory,Generic Programming
2635,Information Technology Category,Software Development Subcategory,Rich Internet Application
2636,Information Technology Category,Software Development Subcategory,Multitier Architecture
2637,Information Technology Category,Software Development Subcategory,Front End (Software Engineering)
2638,Information Technology Category,Software Development Subcategory,Dependency Injection
